reference,city,content,city_link
Peace.19930408_page_1.txt,,"qe! tees cat
| gs ald:
estates
oe oes | dorado park
yo © ene"" | compare our prices and finishes
cas a ee . house

we tiateldng cathe rey la

titcach
wai as

chlorns
fees

ine ng tee casted ey

deri itl, enebal ths

rede sencaity thor

° pe cette an thy ne givens
preteses ' molest coupon eg petted ee oo an un tic iiisn -
so 000 mg alow to seeunte are ke chace wabeen sonntno :
cl nvetny@8 dhe
ie pen the hr niling lode 1s ssobbucira .
pe yess ryt forts (ofan dl rarithey oon xvi oot a
ct bear hr, charac ben an vigscnt an vy soo oo 8 - lr
4 e owls as amypoa proces tthe bork oser aan 1 “mp aongvtin of ae tl ne
un hd use ed cate uniti capacities scene chon nat prepated is po age eo oo bn
"" wee fie ea 00: =n ane nox ose acy price only r145 000 -
1 vn 1 woe 1 uw nn 7
aun re mal gore so tains ay unm as ts cent (ingluding an erf of 400 m2:
a , seemann —_ . noun cn tha ats ~ -
' ane . sos and
1 oo lend 1 ae oe
. ' ho ‘ ee thy es at omen :
‘ _ a . — wee en be seny = a
he a ns lin ' oo sts n || gxeiess ars
sooicbay steak
1 boat , ‘
as ig ba cites ee a a
we ne ifn tain 0s on, 7 oan zanthabese tera. wh waht 1 finishes limelight carpets
oo eas hor san.p sm al fds 0 cere i ln cec fcrten es vase tine | yh serauie tiles kitchen and bath
ee ai ges pater ode saat saheses a sadc went uae oonllkecroag 99 angus | bluictsn cupboar™ (bedrooms and ©
i mur poser the usa the cen he vttecied ~ 2 bat tea sms.
fete meron resaemensntde “isnt chs og ""attention attention!
we pee ele bre ss cea potision sponds aexeanerear | we can now accomodate all chents who do not
ww boloesra roth wae woerall che breton losper cs he tines suaraffien tne lhe |
bes ores oa treatcg oon apes | qualify for plot and plan
a ath tadeonernmteostaen allt ——— = ==
. 1) cos modes yastereuce bad |
_ ' | i
; ne erik ate
ee ; we inca a mfeathos amo an {| |b
1 ta . wy aden | !
, m1 cote fh ho s nerve pies : |
: ' apa t bent arrears :
om too en :
t als m8 ; , = : fe _
' ‘ vo : mara baumgartner and john buys
me 6 nd : :
os 98009 3 ~ sere 7 my pos -
: ee 4884
th
mats. andy jom a4
happy easter to
you all and may
we all return
a ao a 0 age ° ms 2 ton nome
. ; noue mee
"" : 1 ves oioche . : ©

",
Peace.19930416_page_1.txt,,"oncealing truths

soran media

“home ding

fer vat obscunng
wos at take over

2 4a) four months
iepors have appeared wn
uc media sugeesung that
we should disband
reports 1 (hegmedia are
trying hard to discredit
swanu of namibia

needless to sas none
of the reports which ap-
pear in the namibian
media. whether be fore or
after independence. are
aimed to inform the
namibian people about
swanu's pelics pro
nouncements and then
tor the public to make
ther own judgement

one only tinds reports
in the media when tt is
detrimental to swanu
and the cause it stands
for

to give classic exam.
ples, swanu of namibia
issued a press statement

on bow the middle east |

peace talks should be
conducted and to give
our imemat onal solsdar-
ity with the palestinian
people.

the socalled liberal
and progressive media
did not rele age this state-
ment the question is,
who is going to uphold
the banner of interna-

of namibia disbands?
your credentials are
questionable swanu of
namib.a rssued press
statement, on the activa -
ties of the development
brigade siule other par-
ues were silent on this
issue and at was never
released

a statement was also
issued sith regard to our
positron viseaesis the
sens sons communits
at the then daan vilioen
and it never reached the
eyes and cars of the
namibian public

we ta state
cleans that we are not
soterestes va polemics
with the metiz and we
are net goog ta reduce
rurselses tthe bods at
cdrar:

hows vr theume ha.
cence $7 tel) those men
and women who are
working forthe media to
siop prosutunne the your:
nalisuc profession

if you are not prepared
to release our press state-
ments then you should
concurrently
launching les and a ba-
naj disinformation cam-
paign against swanu.

the latest episode on
swanu is the article
which in new
era (8-14 april 1993)
under the headline ‘is
rukoro pondering quit-
ting?’ the media has

swash

stop |

lume am! again misty od
the dynumes of swanu

pohogs
swanug oof nambia
was the (ransmisston-

belli the repository ofthe
colonised, exploited and
dinpossessed inhi genous
people of this country
sewanuis the custodian
of the revolutianan as:
parauons of our people
was the caravanot afn
ean mialitangs

cde vekun rukonm. in
his capacity as leader et
this pans. has been at
the fortron: of amicu
lating these tundamen
taly of the struggle tor
national hiberanon

at present be wy mak-
ing an enormous conin-
buuonto the govemment

‘of the repubbe of na-

mubsa within that frame-
work.

we are very proud of
him and it is our sincere
submission that he has
done more homework
that any otber leader that
one can trace in the an-
nals of the history of lib-
eration struggics.

for us in swanu, be

has aml is sali makung |
an important contnbu-

“ton that constitutes an

inexhaustible source of

pnde and inspiravion
late cde uatyindua

ndjoze and uascta,

»mbuha are not with us |

i}
but the struggle for so-

cial yustice ty still con-
tinuing

the same can be said
of anyone wt swanu, the
\teuggle ts not static but
cather dynamic

tf swan is umelevant
and if cde rukoro 1s not '
making a significant
contribution, why 15 1tso0
important to have head-
lines in the gutter press
about tum?

the new era gives the |
impression that the youth
of swanu want to oust
the president. this is a
blatant lie.

our friends and foes
alike should take note of
the fact that we still have
confidence in our leader.

we have confidence
in his abilities to tackle
issues which are press-
ing to namibsan society.
swanu is stil on a cru-

_ jusuce

sade to address educa
uon. land issue, housing,
unemployment, untema-
ttona) solidanty, health, |
cic, forthe sake of social |

cde rukoro has um. '
peccable credentials and
at the moment he ts on
that mission. we are not

this ts inherent in our |
polincal culture

if he decides to step
down, the media will be
informed. so please stop
fantasising

the media should ob-

""yectvely report the is. ,

sues at stake and stop |
rumour-mongenng and
malicious propaganda

that ts not a good serv-
ice to the country and its
peopte

it is counter-revolu-
tionary not to publish
policy pronouncements
for the betterment of
namibian society bet
then to get involved in
party internal affairs.
‘what pathos!
rihupisa
kandando

new-born democrals, |.
",
Peace.19930924_page_1.txt,Windhoek,"ee ee ners ew

peace at last

a es a

peace has descended
py} upon windhoek west

once again. the srudents

celebrated their ‘cul-
| tural’ festival and resi-
gents were powerless tc
defend themselves from _
the onslaught. :

in case one is accused
of exaggeration, | am
talking about four nights
(i fell askeep by 3am) of
disco music blasting
| over the entire area -
_ | every syllable of every
| song trespassed closed

windows, locks doors,

earplugs - right into the
| furthest crevice of one’s
| | bedroom.

the police were also
powerless to restore
peace because vice-
chancellor peter
katjavivi and dean
kandetu “had given their
permission”. acomment
from the minister of
home affairs would be |
appreciated on this point, :
since when can two in-
dividuals muzzle the
police force from de-
fending peace-abiding
| cituzens?

a strange state of af-
fairs - vice chancellor
katyavivi and dean
kandetu held control
over the police and the
windhoek west taxpay-
crs, rate-payers, rent-
payers - those mere—
mortals who have to
work for a living.

the two university —
chiefs were indifferent |
to residents’ direct ap-
peals as well as police
wamings after the first
night's assault. this
could be due to several
reasons, all worrying:

- perhaps they had in
fact lost control;

- of perhaps they were
trying to ingratiate them-
selves with the students?
very cheap!

- perhaps they consid- |
ered it an important les-
£0n in democracy for the
future leaders of our
country. those privi-
leged students are more
entitled to rights than
workers.

considering this was
not the first rowdy cam-
pus rumpus and thanks
to the two liberal univer-
sity heads, it will obvi-
ously not be the last, per-
haps windhock west
rate-payers should de-

| mandareductioninrates |
due to a consequent de-

preciation of property in
] the area.

eae re ee ee

ee ell _ 7% ”

",Windhoek
19931022_page_0.txt,,"
~ on civil service

it is only when we the
civil servants are well-
informed about the eth-
ics and responsibilities
of civil servants that the
majority of staff mem-
bers will be able to ad-
just themselves to the
ongoing restructural
problem.

it is obvious that the
progress, pf any country.
is seriotisly jeopardised
when the civil servants
are not well informed
about the ethics and re-
sponsibilities of civil
servanis.

in his address during
the workshop organised
for permanent sceerctar-
ics at gross barmen, the
right honourable prime
minister, comrade hage
geingob, emphasised the
following:

* gucucs al govern-
ment offices: .

* the need for perma-
nenlsecretarics lo assess
people's feelings about
the quality of service they
receive,

* terminally buresu-
cratic offices:

*sense of commilment
and dedication;

* the use of the tel-
ephone:

* recruitment, promo-
tion and responsibility
and accountability.

il is my personal un- |
derstanding that civil '
servants must be acutely
conscious of the crucial
role they play in achicv-
ing government abjec-
tives of bringing about
peace, orderly develop-
ment and prosperity to
the country. obviously,
we can only achieve this
through the act of creat-
ing awareness and
through individual com-
mitment.

all the remarks made
by the prime minister
reflect the daily occur-
rence in individual
ministeries. some per-
manent secretaries de-
cide to be exclusive and
some are so dismissive
that they are no longer in
contact with theirstaffin
particular and the public
in general. some resort
to so much secrecy that
they are nol aware as (0
which information is
confidential and which
we a member of the
civil service, i am quite
convinced that we have
much to learn, but be

s —_ —_——, - - ~ <n

= ch =. am fro 8 4dlcluehlcuelee:lcuf ucpc ele lc

p ae j

c
a)
a)
¢
ed
ts
wy,
00
cy yy
rrieaire
‘a
., '
,12 8k den
s

",
19931119_page_0.txt,Keetmanshoop,"
o kutenda. ot

boal

ae

mys

avp gets eer a a ra pe ee! a eaten moni - 5
\ ee ce myo i
ree : : a it wolo oc +

space

keetmanshoop ts per-
fectly correct when stat-
ingoin his letter of no-

vember 12 that when |.

write about the history
of afmkaans in namibia,
my source ts trom what |
have heard and read, newt
my own personal expe:
rience.

bul, piven some tim,
what has been heard and

read can also be ifiternal.
iscd as ones own expe.
rience. | have heard and

read many similar sto-

rics tothose of o kutenda
about the dehumanising |

role some speakers: of

ning |) at tbe
il

——— =r — oses
— ee serocns os bogue

xf i.
het
would

au

i""
ny pr ul antio nal

= tet
== ss sss
: 2 a

afri rikaans shave ve played in

",Keetmanshoop
Peace.199401028_page_1.txt,,"in praise of ruling party!

allow me to express the feelings of ruling party
members in your newspaper. we in swapo are
committed to democratic principles and therefore
swapo ts calling on registered voters to exercise
their democratic nghts to vote in the coming general
elections.

we are not campaigning fora two-thirds majority
but for the overwhelming majority to rule this
country. itis nota seeret that we are ruling, and we
have and will continue to rule namibia according to
the democratic structures put in place by swapo.

we in swapo believe and know that democracy
will stay forever in this country.

other parties have often relied on tribalism and
racism to promote their cause and they therefore can
claim to represent namibia as a whole. it should
therefore be a wonder that swapo has provided four
and a half years of peace and tranquility in namibia.

we live in peace today because of the commit-
ment of swapo to seck unity in diversity in our
country.

in spite of the fact that some opposition parties
have insulted s wapo leaders personally, itis swapo’s
leadership and maturity that has never wavered
from the commitment to freedom of speech.

in the past years swapo has committed itself to

nation-building, knowing that namibians deservea
government that has priorities as they do. the
swapo leadership has ensured development and
they also believe there must be contact between
government and people at all levels. that 1s why
swapo has branches and sections at grassroots
level.

the foreign investment act was passed, which
regulates the framework tor foreign investors. in-
come tax was reduced twice. job creation was one
of the top priorities.

in the next five years swapo’s priority will be to
secure existing jobs and create new ones. for exam-
ple the free trade zone will create more jobs for
namibians and that is part of swapo’s priorities for
the next five years.

tourism will be expanded and housing, water,
electricity, education, health, agriculture and fish-
eries will be promoted.

therefore in the next five years swapo will accel-
erate change by creating new opportunities for
namibians through economic growth, better educa-
tion and health services and more jobs.

frans s nghidinihamba
arandis
",
Peace.19940422_page_1.txt,Oshakati,"ralcon’s not a taxi

i

|

ow sumo a

allow me to answer dt presi-

| dent mishake muyongo oa hiv two
_ questions as to whether swap: <>

fulrilled the promises it made in 1989
an how many people have used the
falcon jet?

of course swapo fulfilled its prom-
ises, we are now living in better hous-
ing, have better communication fa-
cilities, better education, better
healthcare and swapo has also re-
duced the unemployment rate. we are
how living in peace, no more
‘makakunyas’ destroying our maize
fields and beating up people and
swapo has buried apartheid forever.

with regard the jet, how many peo-

ple does mr muyongo feel should
have used it? does he want everyone
to use 1t? the falcon is not a taxi but
wan sport for the president and his min-
isters.

i strongly believe people will not
vote dta and that they will lose the
forthcoming electicns with no single
seat in parliament.

president nujoma should not con-
cern himself about the dta in the
coming elecuons. swapo will make
sure he rules this country for the rest of
his life.

peter kawana
oshakati

— fh «ah bes
",Oshakati
Peace.19940429_page_1.txt,,"‘ken

1

allow ime te com
ment brens on the re-
port uted “kensan te
porter artested) which
appeared in the
namibian issue of april
3

incidents of tribal
clashes in kenya were
first reported in 1991
since then, the govern-
ment has mobilised all
it resources to address
the problem. as aresult,
peace has been restored
in nearly all areas which
were affected.

the clashes which
threatened to erase the
waditional kenyan love
for one another had as at
march 31 1994 killed
383 people and not |

500 as reported in your
paper. anestimated 250
000 people had been dis-
placed from their
homes. despite the sen-
sitivity of the situation
some people have been
busy spreading the mes-
sage of hatred and de-
struction in the affected
areas. for example there
rave been malicious
press, rpeocts that the
i fstrntwens initiates,
rages, abeie or

4 ghies fighting

nps
i om
ehiiiyele

pr

|
j
1
i
4
i
!
t
t
1
i
j
]

yans

| letters to.
eaite+

t

a

l

ya

and property the gov
emmient has also made
deliberate effors to re-
settle the clash victims
im all the aftected areas
kenya has scen hor-
nific agedies in neigh
bounng nations andvan
nol wait to embrace a
somaha-type of situa
uonin which all beeome
sicuims with no one able
to help anyone. in his
meet-the-people tours,
he president daniel t
arap moy has painstak
ingly preached the need
for love. peace and unity
in order to prevent the
country from sliding into
chaos.

a responsible press
should play an invalu
able role in the mainte-
nance of a nation’s sta-
bility. while the ken-
yan press has on the
whole not been lacking
in this respect, there are
sections of the print
media who have often

forgotten that the con
stututional right ot tree
dom of the press has its
obhgations the journal
its involved. like all
othercitizens & ho break
the hiw are required to
answer tor their decds
before the cormpetent
vourts of the land that
is the situation in which
mutegi nyau of the datly
nation and a few others
landed themselves

its a matter of utter
nusrepresentation, dis
tortion and sabotage tor
anybody to accuse the
government of harbour
ing intentions to perse-
cute one section of the
affected commumics
allegedly because such
section supports the op-
position president moi
himself, while assunng
the nation of the gov
emmeat's firmconimit-
ment to the multi-party
polttical system, has re-
peatedly stated that no

wc wil be penalised fot
nob supportiny the rul
in’ patty

kenya. like nanubis,
stand of
peden region of tur
therefore. only
peophe with question
able knowledge of the
country’s political and
social structure can de-
seribe the events which
took place in $994 2 as
in the ensuing period as
“shaky democratisa
thon

j behese those who
compiled the cepon un-
der review will tind
difficult to substantiate
their conclusion

fends oa

mou

jsefu
kenyan high
commissioner

note to ail intents and
purposes. despite a lip
service to multr-party
democracy since de-
cemiber 1992 “laws and

. tan
jet otruee dbs the show
cie te fi
damier betacen the po

serine nt asoo
teptianofderien gacy and
the reality  withia
kenya this an the
words of the robert
kenneds memoria!
centre for human
rights inus kenva 1993
pubheation ‘failing the
democratic challenge’
the government stttt
undoubted], fears politi:
cal expression and this
is borne out by the fre-
quent arrests of opposi-
ton politicians and jour-
nalists in the course of
1993 alone there were a
number of incidents
which certainly do not
point to tolerance of cntt-
cism, of free expression
tor that matter in march

jast year, the bntish fr-

nancial times was

seized as well as copies
of the independent, be-
cause of critical edtton-
als. in the same moath

nation and the stand-

ard reporters weat un-

decground following
police searches. copies
of the watchman and

finance. among others,

were also seized. cop-

ies of the peaple were
impounded. church
publications, such as

jitegemac, were im-

pounded and joumalists

goes on and on. [a view
",
Peace.19940513a_page_1.txt,,"fraud and criminal activi-
ties. these wrongdoings
raise the question of where
we are heading.
recently a minister and
depty were under scru-
tiny reportedly for illegal
dealing in ostriches and
ih their products. we also
med heard recently that two
ly..and . top police officers in the

y wish to air my views
about high-ranking peo-

minded people like these
in our government. |
think the government
should take merciless
measures against these
greedy elements. we are
sick and tired of peopte
who cannot live on their
monthly salaries. they
want to use the taxpay-
ers’ money as their own.
this cannot be tolerated
in any government in the
world. the government

should eradicate these el-
ements by even throwing
them into custody insivad
of suspending them. if a
person is under suspen-
sion, he/she does not fec!
anything. ‘because at the
time he/she is still receiv-
ing a salary, high-rank-
ing people should also be
made to feel ashamed by
being put. in ag while
the i

shoatd our govern.
mecot remauy silent about
thes? fdo nor belies.
democratic grover
wilhleave shae, ge tunes
mm this mutter of pod.
concer. tow a eet
camestly acs tse i
emmentlto ass! oateo:
people tn ear socio
whois going to jisten io.
ninister with long lingers ts
aelling people what they
should not do while he is
doing the same” in writ-
ing this, ido rot want io

_ discredit our ministeries

and the civil senice in

, general, but simply give

myadvice and opinion on

ere are we heading?

shat-s happening in this
country. sodom and
toomorrah began with ane

“at but ended up with the
desirtcuion of the entire
if) ty we keep these peo-
ple who are careless with
ihe resources of their own
vovemment, hen we are
prepared to live in ‘no
tunds land’. let os stand
together and posnt out the
maloracices in our soci-
ety $0 that peace, justice
and stability snay gourish
in nasnebia.

nomura, 1 ran.
karur
",
Peace.19940513b_page_1.txt,,"®iehy do you doubt ine
loyalty of the masubia to
swapo when the votes for
(ne pasty im their area aie
always substantial?
oe * why are yoo scared of
_ ofgantsing & post-mortem
constantly to enite all the slanderous and malicious by the unwavering politi. there one masubia cur- vise and contro! the same congsess to ascertain why
misied mafwe people and language towards fellow cal stand taken by chief rently canvassing forher? khuta. who is telling the swapo pexformed so is-
the linyantikhute behind namibians, e tendency moraliswani and his peo- | the swapd regional of- trath? mally in the capeivi dur-
swapo because she would only associated with agi- ple. fice isa matter ofconcem _—‘i would like to pose the many! vocal
i tators snd detractors of  thekatimamulilocon- since there is no proper following questions to mr ing regional and ger
peace and stebility. there-  stituency which was won communication withhead- mukalolo: erament clections?
bend. five years later, she fory their membership to by dta over swapo by quarters because of  * why do you chensh we appeal is all
hes mansgedto pash gem swapo, with this is mind, 600 votesisattributed first musialela'suncompromis- the idea that the dta won peaceloving mafwe peo-
5 asunder andig sow accus- is questionable. and foremost to musiaicla ing attitude. her desize is the most votes in the 1992 ple w amicably join forces
3 ingthe masmblapeoplefor the writer alleges that who was sent tobe anor- tobe queenofthe region, elections 'fatall yousre& with other gromps io fight
e
*

as

wwe | * w wi

7

ber failure. why? toe magubla people are ganiser for the region but controtlingeverything. we swapo cadre? tribelism. case
the letter ‘putting falsely claiming they are ended up con asa wonder why the swapo  * why do you fail to se epaeeaee ~
* caprivi conflies in per- ‘soya swapompportsrsand swapo nominee in kati heed office still listens to organise and cenduci a and ati ss
1"" spective’, new bra, apcil evan questions the mem- or sibbida constituencies. her. swapo meeting in your “tandaotceswapomere  ~
x 2-may&,leatotltspo- bership of chief she was first beaten in when will musialeta strong aren, linyaoti?  bereindicgalee, =
rt * ice nod vevelstion of te moraliswasi. the writer katima by the late cde leamtoleadthe peopk in * why don’t you spare we call ca d
|) | thde! coltvars- mad charae- satribwtes this wo the fact mwazi. she insisted that the right direction? she is one day to critlise and fight to unite the

like e whirlwind in spring, condensin the ve
when you spare no

humiliation for her. while you claim the mafwe criticising che masubla.

time was wasted, il gave who are the majority, are whoopenivicriiries bie? ©.
ee: tes 0 ee d1 of in swapo, ‘bal. nas meteets 65,53.

ber ros eee fs cakr-'coreek w voting

oe
",
19950113_page_0.txt,,"
embassy ofthe islamic re-
public of iran has the honour
torefer to an article published
in your newspaper of jnauary
5 1995, page 11, entitled: ‘iran
heads for the bomb’, and has
the following tosay in response
to this article.

|. as far as the iranian atomic
technology is concerned, it was
never meant for threatning coun-
tries in the region, but it is only
meant for peaceful purposes and

“not a threat’

economic development of the
{slamic republic of iran.

2. the zionist regime has the
maximum budget for purchase
and production of deadly mass
destruction weapons like the
nuclear bomb, and ts in fact the
only country which is a major
threat in the region, as far as
deadly mass destruction weap-
ons are concerned.

3. however, israel never al-
lowed any of the experts from
the international atomic en-
",
Peace.19950120_page_1.txt,,"museum’s not ‘tacky’
says local historian

have vou been te the abe beste
ately? te vou have. then there is no
eed to cons ce sen that the harmat

carol rotee tande phe wepdhock

\dvermisgrot hangars ds set ents

ooms an aprobp toe re ee ee
fthe  olbo asic mes wb ease
poatltoabssit. hen gape hates cena

bobo ure 28h ola? donee

yoon ' ile i wi
connon et nbr. ie nbsascunm. 4
ahn fete oul r ; an
tipo : 1
nfs?’ w lle 9] : ivi
aban 8 sy
ere . i ‘ 7.
press ut a , , f goo!
fltedi y os 5 .
bb the cedi orth

pherehotoo sc so tt
posthu ob dato se
whosg fabs po fab ss cn pity
he cet haan uw sen al a

abl nis caro reve

speak tor tho tonrisi re tatees sho tect
pac le eoutint se bote o32 %

pho ptiscuit sv nct ots beg ote
presstons et what so a hs

enbi bition (oqhuat nagas

\lee teste. ra

porere nh beutists cc nat oats ine
it speaks toratsel fast iagetron
pes at pee reiatas hest often used

overt the bast tout months bacchout
vor
these vtre comments,
whigh sdare napubiin gtr rsa.

pavceiiont superb parbulous

ss visitots of

strom esa. 2 thom. norway. b trong
denmiaatk wad 2 trom giaermianys
nroe nery nice beoutitul one

vidar cetoary

ts ok trot

interesting

tron. 160s""

ett

laterestine vers

pron s}ovasiters. phaek you tien,
visitors, tntormucise ners informa
tive educational came trom 1s visi
tors, poamapossible toceentien atlthe
different ca cout al ts words in the
boon. bur the positive remierks are
eorgrinds avenue inition ot the

doll oof ria mbia eevdt 122 hr e? ge we kspgotlad

me andl tras bows h bans museum
an puss! myayts
pe ye be see nos tots 8m me ose
a,
t ~ te
sileolos bosise dee y
i,

padoth ot.

fst al

which brought about this independ:

cnee
andat

sura orp the diehe vt

pots ts

somivone s head odrops in
the fastorical
rovediod aa tice alte beste ets
nass sie edt epee ¢

oust he ste rs ata toast feo strate

baar \iltee peer afae 2&8 vas & asctqree far eyed
seo sv tourist aste harbor!
oily aeaccnt all 2. og. oi os foama, ay |?
par thot torte bots cat pry vas
tita tuple de” fal ee re
bh soviet un gisbina acy dds
we oe re et. oo “ » go° wea ©
“us hiss ig , ar : ae
‘ wy fine :

i , v b

spiny wy : ib os
ie wt nds rep a

ve ta ni. ke |
dhs ms hehbr"" te cosa 8"" a8 a wots
nopubra. stor. ord sales lg see
bno ti bdo tsa, bet fot ts

aid ot appre ttesere ton hes

history boos tor nue sn tk sous ae
shod outhrecd teachers. paes ans
the pualie at bares

(hick, i tests to

|

pom trin ties

toanists be deh ae
woh eoe iesg eig ap
veel | 0

vadbmoon ob ia

the the one abet gaur aire
bore the poutide: of ws
opc cct nco we tte
prom) batrrape te brine poss
the ravalline nata ane herero as a
ihe present qaenunien ts on namibia
fy poctitic ally recor |

trois evident tren the title umapre
vised bused suisse, thie fief outests
ate ditere sted boo kio: the feu jroo!
thos will fee

naa bran histor. pius

hte ts dmb up. 1.9 me ro ens sans

today oan!

of mabiomal recom. tation
the
the nanubian peopte 1 colovwriul oe

who

motel abd pol

a) eer erostt.

peston of mathonal chupecters

emerged viclerieds as a baton tema
cgutticute past. ns tat as borer inves:
pops ipo cor oed tpcn oto dln est

et the histor. bate dhe peaeetal

ahd stab nombre ap ig

© pmesesy’

i phrebtor craie.

red ypc poy mel the

ee for tahiy op ace

i

valentin nt ongt ni

wasp orp ss a. na. sin

7 rer ga ll aaa
",
Peace.19950421_page_1.txt,,"president must be
helped in crime fight

phe president, who ts now in charge of the trated.
police, must he given d tull hand to enable this situation has created a loss of confi:
bint: lampdow non the growth of botsotsus dence in the force.
and the killing rate in the country. we all the army should also continuc to be used,
hive to give tim a helping hand. but how asisthe case now, with assisting incombatung
vara we do thats! of crime. they could also get short courses 1n
mts udvive is you must not only involve policing so that they can understand their
voursell and the de puty minister of home new responsibilitics better.
‘\tiairs in the campaign to combat crime but the army should start to be a national army
ho involve the inypector-general of the by introducing national scryke - this will
police and other highranking police officers bring new blood into the army and also com-
and those at district level. oe bat crime since many of the youth who are
this sto briag the police to the people and , schoo! drop outs and those wha failed to
yromote them into becoming a community __ obtain bursaries ase tuming to crime.
by serving in ale roger sabi
ce, i get

if
posing sepy ice so the people can gaingop-,

the
hey cain also adypniage of

pass ot “£%,

tideace m them, .
presently you only have constable. a
sergeants dealing with people in the 109
ships of the country while the highraikligg* “<
members of the force anc, sitting ja’ thea, “t
- ° ww hay of pe
offices. :
these officers must be seal 18

hons and townships [0 explain the<dk
racing our country and the need for policing, ©

another thing you need to sider
reshultle in the police force, ts

total removal of the inspector-get ar ee
ispector-general who wero penized _: the

deputs it

by former hone affairs minister pohasaba © pe
hop nothin ha se spot. my, 10

phere is also need to bring batence ito became erty of them <n
the force besittise promotions are given critatnad activ! y.

1 nthe okd colonial regime-
+ qner plan fighters ©

trans ey those
",
Peace.19950602_page_1.txt,,"defence of abacha visit

a q
acta vo

t ‘ j -

j sofi }

rity fitat c ; t 2 24

po fete ho parce © thoy
ro peter of j [

wicrosen therm | evn oe ste
ete te better taste! het
iecooh peaceful men. moccaith
searearae president nu, tig ps 30s
cough com .epsant wath ie. priniiple
tact dare, when for buthetezs b-

fru ded peace ia south stn a re tathed

hoa in pe sagie sur por pdeod an

rostron to dr saxsimin:
oa won dttoek to discuss the proh-

and predee in aavets wis
tat tae

so yth atraca was a patra bate.
the weerid, im-

ree rea os people wboowver ey

a lino sa uiminel its pot ies
poate to dk amd fisten tha. thereat fe
t

foborety to

when

rocnained

6 pom shies tt we fat
yep ot fyne ts: 0 a
fool theat pros on! nuon:
8 1 aon)
90 ane
}

jk 2 ro streak f

mooee ee feoners!

ara ns ma fc: |
ve eh cu et ad fas cae wih ting

sta ul pees ¢ and dete a talssalr oan nie
ceng hoacser some onto, contend
has neta quod reason torins tung om
» namibia if this cs nots good reason,
then, ahatis’ inviting general abscha
yg democratic country 1s a way of
encourseing him to be a democrat there
1. no need to adopt a negative attitude

uvaards him
when he visits. let us all demonstrate

maximum tolerance, so he leams this
fundamenul tenet of a democrauc dis-

pensation.
the editorial staff of the namibian

has a habit. which i find disrespectful
and insulting, of telling the government
to conduct the affairs of state the way
president mandela does those of south

africa.
i know mandela is-a respected elder

statesman, recognised worldwide, bet
there is no valid reason why we should
copy his methods.

let us be confident in the wisdom and
ability of our leaders to competently run
the affairs of namibia and bring re-
wards to us all, when we criticise them.
ict us also be constructive. i ayn suse
they will listen. they are democrats.

peter kavaongelwa
secretary labour &
economic affairs

<\¢4po youth league

\ ote: this letter has been shortened. :

aed |
ee
",
