"nodegoat ID",Content_v1
ngMT5Y283NzUwNDIzN30zVTNQMlBcUzZBN2wwQTI,"Nujoma, Ignore The
Enemies Of Peace

PRESIDENT Nujoma must still con-
tinae to rule.

His leadership throughout all those
years should guarantee him a third
chance in the office.

The Namibian Constitution is not

static, nothing is impossible on this
giobe.

changed in this country and have.

been made possible, so why not the.

Namibian Constitution? Presidents
elsewhere tn the world rule for even
more than 20 years. Present Nujoma
has fought for the liberation of this
country, though not alone, so then
he deserves to eat the fruits of his
struggle even more. Of course no-
body is perfect, ha may make mis-
takes but that can be corrected and
he can accept that and life can still

Many things have been .

‘now, he would mot be able

go on. Please let us give him one more
chance, we still need him, he is good
Fellow Namibians, let us not be mis-
led by other people, misleading people
are enemies of peace, and that could be

the reason why they don’t wants

RE SNR

EO =

~ Even if there was 2 new president

about development everyWiteresa

once, be would need time, just a8

Nujoma did. Frankly “Viva Nujoma
with every step you take and every
move you make. We will still honour,
respect and love you, and your leader-
ship as well.”

NDAPANDULA SHIWAMBI,
OMBALANTU ;"
ngNU5Z384OkVxOEFaPG1yWUCROGCdVaACOlxxRUF,"White Namibians
Have Rights As Well

APTER reading the article by Albert Kaw ana C Nujoma
- Best Insurance Policy. October 23, pp 6-7), asked
mysclt why he mentioned the fact that people such as
he with only ong passport would “burn to ashes within
Nonnbra” in case of war and instability. oe he believed
so strongly that his party was taking the correct Course.
And be mentions that there are those with more than
One passport, T assume that he means the white Na-
nubians, Who is he to accuse them of being cowardly
and predicting they wall flee their country and “look at
Namibia through DST trom abroad’? (By the « ay,
DSEN is a South African companys 3 :

You did mention this in your column (Political

Perspective), and Lwantto support whaty ou said: even
the white N

amibians who were born and eres up in
\ ‘

amubrt have a right to see Namibia as their home.
They also develop a fechng of belonging to Namibia,
Just Ihe ever body else Clauming that Namibia is
“thers”. Isn'tit their right to defend “their” COUNTY'S
peace and stability as well? Do they have to belong to
Swapo to classify as “freedom fighters?
Inthishghtitisyourand my right to speak oulagainst
the Third Term. because we believe thatit may threaten

Namibia's peace and stability inthe luture. Anditis our
nghtto convince others of our opinion by laying open
the consequences thatthe amendment of the Constitu-
tion mughthase one day Palso ask myself i supporters
of the Vhird ‘Term als a exer Studied history. because
there we find many examples of whatan amendmentto
the Constitution can lead to

To give one person more power has ser seldom
resulted in what it was meant to achiese. And the
argument of Mr Kawana, that the historic record of
President Nujoma proves his selfless losalty to the
counus. is based on avery mate Beliet. Phe president
no saint, he ts also only a human. Power is a very
dangerous thing when viven to one human

[would like toend withan appeal to you: please cars
on with your effortto bring people to their senses. Joan
only hope that people Tike you wall always be assured
freedomotexpression, and thatour parliament does not

wash to change chapter 3 ot the Constitution ain the near
future,

CONCERNED STUDENT
WINDHOEK, (via e-mail)"
ngOV5A485OFW8PFGbPH27XVDSOHDeWbBDOGy8SVG,"is M8
will

Luanda
Wants
Peace

THE Embassy of the
Republic of Angolain
the Republic of Na-
nubia, noted with pre-
occupation some in-
accuracy conceming
fhe article in your
newspaper dated 06
November | 998, with

a heading “Angola

wants to scrap the

Lusaka peace ac-
cords”, in which you
have cited the Deputy

Minister of territorial
administration, Gen-
cral Higine Carneire
as saying that Angola
wants to annul the
peace accords.

Contrary to that, the
government of Unity
and National recon-
ciliation, an outcome
of the Lusaka proto-
col, in action since | |
April 1997, consti-
tuted by members of
vanious political par-
ics including Unita,
wants to conclude the
Peace process because
of the lack of coopera-
Uon and will from the
military wing of Unita
and its leader in par-
ticular,

However, we in-
form you about this,
In order for you to un-
the problem

Jow i

in On,
qual pr
wn hies :

FETC
TION
E PR

= 2 tAam a. _.

—_v eS

Correctly

EMBASSY OF THE
REPUBLIC OF AN-

Wi
A winpnoeK"
ngPW5X586RWX8QGfcPo3zYWCTQIEfXcYERXz8TWf,"THE incidents cur-
rently reported in The
Namibian of November
9 about law and order
violations in
Ohangwena region are
extremely saddening.
Today itis Ohangwena
region. Tomorrow will

| || be Erongo region.
Kunene region, Omu-
sati or clsewherc.
Criminals are commit-
ting espionage activi-
tics in order to
destabilise peace in our
independent republic of
Namibia.

In the past our gov-
emment set up the bor-
der fence between An-
gola and Namibia. The
fence was subsequently
vandalised and no puni-
tive measures were
taken against those who
did it. The issue of van-
dalising the border fence

| | has enabled the illegal
[activities to increase
dswith maximum rate.
| And again makes it very
af [chard for our law enforce-
ment units to root out
‘these activities in time.
jluee the authorities to
{| Testore a powerful bor-
[2de: er fence with specified
5 | wot Tag nts.

Ris
SHckK."
ngQX5Y687SHY9RHCdQp41ZXhUQpFgYdZFSIa9UXC,"Living In Dangerous Times

ws owe push ae. to ty Yoo PRD ed

fee trifle nerurin 9 This Sch ta

throne tye lites ft ‘I : > nol) ang
1 . Ty ‘ poah

eran oun at loa af

feb 1

0 ade oll ws tne

eneib tet bles roy od

Sern eA suieaen fi!

pesqies tr Gass tia ut nts baked

js {igerress °NYT GABA of 8 ees the reat
Saltle Dobe ns apitale oa ae cinrie
Paras ediceh ss thee Fae tayiN iy le
afecbanmd vet thers eo an aiteass teed
he obat oapibensin boule nat hase
Con Pe ches Be dg Hew awe are lel
Wine Mereies oF robber Gaatalism at
caapket place anivcn De ast that has ne
eesand cars forthe sufferings of the
attle peaple of thy world
Orpsstarsed Libour i aur axed coun:
try, has been co opted poliacally bs
the ruling clite who have simply
swapped their cloaks ot socrally-con-
Se TOUS FESPCe tablets for taror inade

Ntao suits, hiding their ever increas
rg wealthy and just arise on the
niukerceliphopes from the poor be
hind the Gnted windows ot their ar
mout plated Merecdes Benzes wind
ENEWS
Right now. we have a roserpiment
mi place whieh, aller eisht years of
ati the polioeal support thes could
agsbh for. dave showed mo other tn:
SPnation then fo abuse the powers
aranted to them to ensure that thes
wall rommunm in poscer Vos. the REA
Swapo, whrch once held the ‘only

Peoresgso of Poon Trdg
1 Parvtenys aed Trew tty
bel Na 1 f at
rere 2 f bey f 1
hb : 0
f
a
f
‘ut ido nalts
1 eaths 5 ,
Des 2 ' “4 Vi
ul hy ' wot doen t
Seen
Ba ee art yy it

{artuab eager an fated tis is tne

prostitates eb the foros ot tema

tonal ampernels? aoiabisny To uss

ene cb thea favourite phrases SS haat
Sickeniay ions |

Vad vet we te oS pee ted lo bo bese
them when we are told that ihe sar
inthe Congo isin dhe defence ef ia
ternational solidarity. that we are
tiebone a noble «ar aypaiast the chirk
forces of American destens to have

us recolonised
The truth os thac the cubing oltte
have drvants of bec onung noher than

Croesus in yornt sentures wath an
equally morally comupt Zimbabwean
ruline elite in erabbing the precious
natural resources of the Conto tor
themselves only cbucin (he name of
tnternatonal solidants ?

Vheir Plan - setze control of the re-
sources, and then sell atte the high:
est Dictder, which ra any Instance
would be those very torees they pro-
fess to oppose. Fime will prove me
sight here, Tyust know tt.

Pier tho 1
mero ¢ tou f
a 1
f tits m
1 890 5 3
te Magan ley a to
u Who tet a
ue Wet ""
heuits bps 7° an
reaps at pp ss us .
sige ay Pas Db at
ele cay IN Pb ats tr ne
seu proGibtsarssst pet
SSO East dimestess peep te
has  diamted! Prom tyertish rary
Lasskoets ind pred upon is sien

can satellites 7
Whs bas the Nanubian gesern

about the

ment not saref ans thane
forced Libour, the uaspe ake ures

tes commuted: by Gener No Wain
and his Kifer General Khin Ssncel
Burma's murderous nilitiry St ORC

rexiare 7 All this whale the demon batt
cally clected leader of the people.

Aung San Suu Ket. remains dor ked
up in her own house and her supoott
ers dely death by torture rust fo Near
her sus anything, aay thing at all that
will give then hope?

And why are we silenton the sys
tematic rape and pillaging of Tibet bs
Chins, not to even mention the
Being regime's brutal suppression
of democratic hope in their own
country? Just whe are the forces of
the intemational imperialistic capital:

au 1
vo ts
oo
wie
' 0
. I
“i no u
1 3 yd
gn god : ‘ :
ne 1 road eifhe et 1
l so “amie ‘Aas tet
i . Hops ctabag feta}
Gpyoriadls fra Hie Serpe tes PEON tus
pe UBL nS beravil ots ween
sess ue TS
PapEessredy PO GEES GTN toll

bers Rut possibly asking tor tilt
aesintance Prom the tavourcd
Pease dens tis, Sir Prime Mian

hutal Shown to Gaye

hats

TOMS

Inked SOU ne
eg tous ceuamust ise uhaye ans
lotaobinter nity Ov ss Vihing to resi)
trom your cAahted position wo the
opposite proses to be trae Andifvou
are lorced into ding these thins be
Cause Sour boss demands this st the
un at Sur dismissal dike sean were
topped to motivate brs third tern, be

rave. and tell us. Sou wall ond up
teing the hero

Wooate sing In Vers, Very danver
ous times. ps tellaw Navoabians Whe
President. Sadly unable to relinquish
power and Plan clear successton
without exposing himsclt tacs entual

revenge trom tis frightened (aime ns

Wes pe ated dooperote
Doo at iieia aad Tar nd
f st '
in ine ahs :
0 1 » 38
D D >
a ‘
Rs 4
i ba . . v
1 Pie ag208 sad
rh anh ute als
fey sil was B Sty Ne by
Nate danene wert ob The true
castes ber ode tae. ihe fis oc

cyt ves as Deage capabic ob drs

pepone guste S and thea cba up sy

mune genogidal wats”
Wal vou, Mr President

praccdulls iand when sou are

gave up

poet
sted poditically and retire w
Or ath you and your

dele s
btunda barn!
mintans seck to hang oa to pow ct.
change the Constitution to Suit Sour
feat oF potstar al obsolete ness and 1
stall sou as President tor bate Vhese
very hard questions = but we. the

yeacration ol Namubia. de-

oune
serve atuture -and we want to know
HW there ww going fo ane
Wake up. Icllow Nanmbiins -
ure living in very, very dangerous
times. Speak up, of lores hold your

“wc

silence

PATRIOT, WINDHOEK
(via e-mail)

om ek ed Dereredente For Fliaht Goncerns"
ngRY5D788RYZ2SIVeR851AYKVSqGhZeEGRZb2VYV,"Is To Be Done?

__Swapo Has Lost Its Vision For Namibia

TO us young people of

this country during the

years of the 1960s and

1970s, Swapo sy mbolised
the mage of equality. jus
tice and freedom for all
the people of Namibia

The prevailing situation
then was one of oppres-
sion, denial of justice and
human rights for the
greater Majority of the
black and coloured popu
lation of our lund There
acre laws rastituted such
as job resers ations, Bantu
education and numerous
pass faws restricting the
Movement snd abode ot
ciuzens merely on the cal
our ol their skins

One could not vet cer:
tun categorics of yobs. no
matter how qualified you
were One could not pur-
chase of own property or
land no matter how much
money vou had. One
could not attend ans
school or academic 1oast-
tution This) circum.
stances were degrading,
humiliating and restrict:
ing the human spirit of
our people for generation
upon kenerahon The pot

was boiling and an explo-

StOn was inc itable. That
rowhy the message of

Swapo found much sup
pon and sympathy among
a broad strata of Our op-
pressed populauion.
Swapo's viston of a just
politcal, social and eco
nomic socicts for all eth.
mic groups in the land was
hadled count wide

Mans of us. paricu-
larl. in the Baster and
colourcd communities,
acre OStracised because
acopenly proclaimed our
adhyrenve to the Swapo
for Namibia. In
Tans imstances we were
denicd basic privileges
that “ere normal in our
Bul we perse-
sered because we were
convinced that Swapo’s
Viston was the right one
tor Namubia

For it “was a vision
where people of all col-
ours. tribes and origins
would take hands and
build a new Namibia, free
of strife. oppression and
dental of basic nghts. It
was a vision where we
thought the play-field

~IS1On

SOR LOTIONS

would be levelled in terms
of pob and educabonal op-
Poruaites, potiuice) par
UC1pauon and that appoit-
ments in all government
insutuuons would be done
farrly. Jt was a vision
where no one tnbe would
again try to dominate over
the others. It was also a
Nason where all
Namubians live in peace
and tranquillity, where no
Namibian would again be
a political refugee or flee
their homeland because of
politcal intimidation and
tear

It was because of this
common vision that the
support for Swapo was so
broad among the Nami-
bian people. It was be-
cause of this common vi-
sion that the support for
Swupo was unwavering.
For many it was a vision
for which they were pre-
pared to sacrifice their
fnends, family and posses-
sions.

For many others it was
a vision for which they
wese preparcd to lay
down their lives. For
many today, however, the

 . -_£.. ._._ i fh

shining vision of Swapo
has become a great disap-

Pointment. Vow muany Unies
vision thes shattered.

Why?

In simpke terms. Swapo
has for the past cight ycars
that it has been in poltucal
power in Namibia, done
nothing but emulate all the
evils of the past apartheid
regimes. Tt has instituted
one of the most corrupt
systems of self cnnchment
by political leaders and
their close friends and
relatives, [thad created an
elite system whereby a
small clique denves all the
benefits atthe detment of
the deprived. poverty
stncken population, [thas
insttuted tnbalism of the
most naked kind in the
civil service and
parastatals.

The Swapo-govern-
ment has squandered our
resources by the mishan-
dling of the national
budget as was again re-
cently pointed out by the
Auditor General. It is ap-
parent that the Swapo
government ts just not in-
terested in maintaining

any fiscal or monetary
discipline.

Vive de the renult of
competent and unquah
fied people being ap-
pointed to responsible
positions merely on the
basis of their ethnic and
tibal ongin. The govern
ment ts using legal means
to achieve illegal ends It
is thus clear that the ac-
tions of the present
Swapo leadership have
deviated drastically from
the capectauions of the
masses of our people

That brings us to the
crucial questions at us
juncture in our histors
WHAT IS TO BE
DONE?

That is the question that
was asked by Lenin when
Mother Russia laid: shut
tered because ot
maladministravon, cor
tuption, cthnte contlicts
and Tsar dictatorship This
question also has to be ane
swered by Nammbians al
this point in history

NEVILLE
ANGERMUND
WINDHOEK

é"
ngSZ5E889SJA3TJEfT968BZrWSrHiAfFHSKc3WZE,"€

Independence Soul Searching

ON Match 21 1990 4 new
Nation way bora Citizens
1) This new nutron stood
tall wath pride atthe low.
enmy of the tla of the
Republic of South Atnica
and when this new nae
tron’s thin was hosted
They said to one an
other the old sas ine of the
Negroes in America. We
hase overcome Phes
said to one another, “We
are sictortous” atid thea
thes made a pledye
“Never shall we allow
Apartheid and discrimy-
nation to take place re this
country avain”, und eve-
rybodsy then yotned in
unity and said, “Let tree:
dom reign, Iet peace
rerun, Jetounity reren 7
This country is Namibna
However, something
then went tembly wrony
and the aspirations of
many and ther dreams
have become onls Wuston
aod myth instead of real-
1
As we go back and look
back at Namibia's nine
years of independence |
cannot do othemsise than
feel a sense of being a
failure as a Namuibran
This ts because at our in:
dependence we said to
one another that we have
everything under control:
indeed, we were told bs
our leaders, “We have
been in the intematonal

community lone enough
Hotta repeatthe mistakes
made bs others 7

[ audabls teaders
mitroduced the polos ot
recone ation

our

natronal
Yes. we adapted econsue
tugion that has beoome a
role model oot only in
Atrrca but indeed in the
world at large, However,
something yust went
wrone and nine
later Namibia has Jost its
idcenuty as a nauon
PE know that speech af-
ter speech will be xrven
hy our leaders dumng our
independence celebra-
trons over the weekend
and we woll be told that
everything wy just fine
This ss like Chinua
Achebe, the Nigerian
Writer, writing inthe earls
days of Nipertan inde-
pendence He said “we all
have been in the rain to-
gether until yesterday, we
have not been indoors
enough but when our
Masters left we barr-
caded ourselves and from
within we sought to pur-
sue everyone so that all
arvuments must cease and
that all people must speak
with one voice.”
Fellow Namibians, it rs
a sad reality that the
Swupo government that
promised so much has to-
tally failed in fulfilling
those promises. Those

years

whoo were po oxtle have

barricaded
with all the wealth that
Namibia has and todas

Mayouity at

themsclyes

shel. the
Nambrans are faved with
Povoits, them
hase become

Yes, there will be

fans ot
iflron-

ALEON
those of you who, white
reading this letter will Say,
can this puy notbe happy
toronce on Independence
Dar?

Brothers and sisters,

my consercave dictates to
me that lh cannot be happs
and eelebrate our inde-
pendence while
* The majyonty of our peo-
ple are suffering under
Severe poverty
* The Government has
farled in addressiny the
everimercasiny rate of une
emplosment
* The Swapo Party fas be-
tayed history by amendine
the consttuuon for a third
term for Nujoma. The
Swapo Party has shown that
they are not fit to govern this
county.
* The Swapo government
despite the search for na-
tional reconciliation ts
Promoting one tribe
above the others

How then, brothers and
sisters, can one celebrate
independence if this re-
mains the status quo?

As we celebrate our in-
dependence we must be

roads asa alton to fake
stock of the mistakes ot
the past so that we can
enter the future with con
tidenes
those of us

[his is se be-

Lause she

spearheaded the Libor

ton sttuvete to thas dogs
cal conclusion are mot
necessarily the heroes
bue PE beltese those whe
lund the foundatronm are
real heroes

Namibrans and the oar
Tent Swapo goxernmicnt
have not set marcied ong
another The truth as this
hes an the fact that what
Nanubians wantand hat
Swapo can offer arc we
difterentthings Atthe 9th
independence celebra
tions Namoibrans must
startwith a soul searching
Indeed we must

whether

CATES
ask oursclyes
Swaupo is sul fit to rule
this country and if net
whats the alternauve?

It is sad, however, that
many of us remain 1gno-
rantof whatis really hup-
pening in this country. As
long as we benetit trom
the system we are pore
suading every bods to sas
that evervthing 3s okay
However, the realty is
that everything is not
nghe

JOSEPH
KAUANDENGE
WINDHOEK"
ngTA5B980UAB2UKFgUM79CAGXUMIjBgCIUBd2XAF,"VO Thursday Apert 1 1999

THE NAMIBIAN

READERS LETTERS

f Se Peete im tesa te Nae ee a 2 Vall oper the Chentians War haat ar ver aston \y
D8? a, toa rel Hasa. yh 4 eae MUP tasltr ene, Weoastsiss a and tk ever of other tan yet
' D y Be aay os tbo t : rota g So li Pe uN a eva faiths te peas tha pea Wow as teem HOO Sie,
boo Q Wo

os a . Ga i ui . ‘ ‘ Nee Bolus bee SEO) gaof} o0 00m, alandooom nm — AGwMe (h vene alle ob loin,
o Tos *l 3 ‘ th y D 0 He Noa that tee wa he counties hee sate the wihlany
‘ 00 ” ' ns Woo 0% odoDaefN0p soeur omtiacay The ante sclutenary othe
‘ ' an . a0 te uw : . 0 mio ! noo teed Drape OFS a dred ars ton oC wt ah yea
: net . Ge a wey fa stat a] ree the el ah ed a that ae ee tit al oe totaeob he yy
u \ ‘ Woo On re obexat an
‘ y . ' : lo TOPS pw php pote: Ome Ratial Oto rhe

' 0 not g 1 % tan . . . We MS st hes seat qt 9
tin roy CT ee whe ote att wn
' ' 1 on) an ‘ Nie ta . He fate aed,
1 » hate We,
. "" cane ' 1 Bed .

' ve Cnet
= se beta,
woe
nee) a

re ce we
LW ran nye ot"
ngUB6C081VLC3VLChVD8fDBJYWNJkChDJVMe3YBC,"Multipartyism Disappoints...

A LOT has been vad
about multi-party de
Mocracy and the need
for a strong opposition,
especially in Namibia It
ts thus worthwhile to

consider a few important

'Ssues in this regard

Worldwide, bul par-

teularly in Africa, his-
tory has shown that, un-
fortunately, most new
Parties are fueled more
by personal ambition
and by hatred of the 1n-
cumbent leadership than
by a proper analysis of
the real structural issues
Such pasties thrive ¢s-
pecially during eco-
nomic hardships Exam-
ples are plentiful, but for
the sake of brevity, only
two will do for now
* The Movement for
Mult)-Party Democracy
(MMD) in Zambia, was
a loose alliance of

strange  bedtellows

whose only claim to

fame was hatred for

Kaunda and UNIP The

MMD capitalised on the

economue hardships to

oust Kaunda and propel
themselves (o power

Now that the MMD are

incumbents, and noting

that they (oo can now be
unseated easily because
the economic maladies
did not disappear despite
their earher promises (o
the contrary. by the same
Kaunda they ousted,
they decide to pre-empt
the electoral battle by
declaring him persona
non grata.

* In the Soviet Union,
Bons Yeltsin was shout-
ing from the rooftops
about the new free mar-
ket system he was going
to introduce. Almost ten

vears later Russia is in

its deepest economic on
sts, they hase moved
from being a super
Power to being the
world’s largest and most
sophisticated beggar
One may ask ‘but
what has this got to do
with Namibia?’ Well,
everything. Namibia got
its independence on the
morrow of the new
monopolar world domi-
nated by the USA. The
Western countries first
regarded themselves as
midwives of Namibia’s
independence, now they
have gone further and
granted themselves the
rights of a parent! They
forgot the Namibian
Goverment has a mind
of its own. Swapo set out
to create a Namibia en-
trrely in its own image
and to re- integrate it into
mother Africa

To top it all, Swape ts
seen to love the things
that Westemers hate, and
vice versa

* Swapo started op-
Posing homosexuality,
like Mugabe. In the West
homosexuality 1s a fash-
1on statement

* They started to be
vocally pro-Afnca.

* They started to
amend the Constitution
to allow for a third prest-
dential term The West
fumed, even though in
Germany Helmut Kohl
was running for his
fourth, wrong. fifth
term. The UK still does
not have a written con-
stitugion while ours ts in
cyberspace.

* Worst of ali, Na-
mibia defied America by
sending troops to the
DRC, again with
Mugabe.

... And So Do Liberation Movements

WHY as it that fiberation movements, whenever they ing ground for lazy. unaccountable, non-transparent,
come into power over Afnca, tum out to be quite a

uademocratic, unresponsible, complacent : and ha
disappointment after a pernod of time?

Dunng the stroggle and after independence, the ex- 4
pectations of the masses run very high. Leaders are ¢
regarded as heroes who would deliver the long-awaited . extied
treedom and socio-economic uplifument.

* Now Namibia is op-
posing Nato’s killing
spree in Yugoslavia

So Namibia must be
punished. But how?
There ts no economic
CTISIS, NO military insta-
bility On the contrary,
there 1s peace and stabil-
ity, in fact too much of
it! How about creating a
‘wirtual crisis’ Yet the
influential newspapers
write about corruption,
self-aggrandisement,
megalomania etc Let
there be headlines about
deaths 1n the Congo, in-
stability in Zimbabwe,
about a resurgent Unita,
fictitious human rights
abuses in Namibia. In
short, target the middle
class and create in them

a hunger for change
There is plenty of
money in the Western
world for any projects or
activities that purport to
protect and promote de-
mocracy, human rights
and environment. So
any of you guys can cre-
ate a party, just make

sure words like democ-

fecy and human rights
feature strongly.

So, will the new par-
ties in Namibia make an

unpact? Well, ume wall
tell We must, however,
remember that culing
parties develop enviable
Strategies to remain in
power and because there
isno real crisis in Na-
mibia apart from the vir-
tual paper crisis it is
much simpler for the rul-
ing part to counteract

any ‘euphoria’ created was

by the new party
The 1999/2000
budget can be regarded
as the opening shots for
the ruling party Even
the staunchest critics of
goverment are ata loss
for words. The problem
of Plan fighters, which
the new party wanted to
tide on, seems to be
tackled once and for all
There is a tax breeze for
everybody, and both la-
bour and corporate cit-
zens are all happy. in-
cluding the fact that they
were consulted!

Swapo will now fire
more shots: His Excel-
lency donatedN$5 000
to kick start a fund for
the aged; he even danced
with senior citizens and
was praised lavishly by
the WHO regional direc-
tor for Africa

* The government do-

nated the cultural house
to the OvaHlerero,

* The Presidential

Commission on Educa-
tron wall table its report
in September and imple-
mentation can only en-
hance the image of the
Bovcrament.

* The gender policy
unanimously

adopted in parhament
and Namibia has in any
case been hailed as a
torchbearer far women’s
emancipation,

* the government can
arrange the troops with:
draw from the DRC after
secunty peace in Kinshasa
and the western comdor,

* the National Youth
Service will be launched
soon:

* the Government can
now intensity the land
reform programme

Virtually all the things
the government needs to
do to stay tn power can
be done well before the
elections.

HU KAUMBI
COMMUNITY
ACTIVIST

Note: This letter has
been shortened. - Ed"
ngVC6D182WiD6WMJiV291ECIZWOKlDiEKW1f6ZCJ,"Noise In Our Ears

LET me express my views tn connection with the
newly-formed party (Congress of Democrats),

lam not against the party’s formation,but | am
against some of its members who are making noise in
our cars. Why can’t they resign and BO to the
they think is right for them without making any noig.
or accusing their previous political parties of failing
to do as they promised. That ts immature and y
childish if not abnormal behaviour.

It is their right, I know that, but I don’t think they
must use bad language against the Swapo party, a part
that brought peace in this country. They should £0 qui.
etly without making any unfounded allegations to-
wards our party. Do they just
that they will may be promoted
the new party win?

I know that is not my business, but I th
ask the question as many people are joini

Sty

want money or think
to higher ranks Should

ink | have to

Politically, it is always very easy to make stories or
tell people hes about something very new, like a po.

litical party.I think many people really
tion when it comes to political issues.

Fellow Namibians let us
myths spread by politicians
leaders that we didn't strug
disunited. It is painful and
be careful of those who bro
Our country.

They must not be allowed to destabilise our peace
so that they can once again take over.

need orienta.

not be disunited by the
and let show these false
gle to be misguided and
we really must avoid and
ught war and apartheid to

KAYOO T NANGOLO,
UNAM STUDENT, (via e-mail)"
ngWD6E283XtE6XNujW303FDvAXvLmEjFLXug6ADu,"A flere Ws ee 9 sO el
WW prt

there is Bar Cetus Te re |
thon betore

of vays and lesbians and all others

Is There No Lo

don’t look for logic in politics.
out the truthfulness of
am convinced about is
Namibian are equipped
d can use their

SOME people have said:

Well, I'm not sure ab
that opinion but what I
that most readers of The
with normal healtby brains, an
common sense ahd think logically.

Allow me therefore to express my opinion on
the latest voting in the UN Security Council
where only China and Namibia opposed the
punishment by Nato of Rump Yugoslavia for
committing crimes against innocent civilians in
Kosovo and refusing to sign the peace agreement
d by the international community.

A decision to vote against It is made oo the grow
that Yugoslavia wag one of the Swapo supporters in

the struggle for our independence. I would like to
know what sort of belp we are talking about and by
whom? As far as lam aware, when Swapo was fight-
ing for Namibian independence, Rump vugosinvia
5 eee not even exist. Yes, the support was give
S., ormer Yugosiavia which included not ale the
rbs but also Croats, Slovenians, Macedonians and

presente

people from Kosovo. | Why is the Namibian Govern-

eetabd complain

Poth bn eth”

gic In Politics?

Serbs? A war criminal,
helped any others except
it more cnme against
as also started

ment only thankful to the
Slobodan Molosovic never
the Serbs in Bosnia to comm
innocent people. The Bosnian war
and orchestrated by him personally.

The particular sort of assistance to Swapo from
former Yugoslavia and other communist bloc coun-
tries was given merely on ideological grounds.

Only those governments, ho have no regard for
human rights and who also use brutal means to oppress
their own people. could sympathise with the dictator
ship of Slobodan Milosovic. I just don’t believe our gov""

belongs there ai all, at leant not yet:
In fact the Namibian vote in the Security Council

won’t change anything, it may only further confuse
members of the European Union on whom we
depend so much in terms of investment.

This can also mean more unemployment and
hore poverty. Let us think logically: who is to
Ne Colonialism, apartheid, white settlers,

e Namibian and Ben Ulenga ....?

FORMER YUGOSLAV SOLDIER, OKAHANDJA

0498
ity"
ngXE6F384XEF5YOvkXQ1iGEoBYwMnFkGMXFh5BEv,"~

Where Are
We Headed?

PARKING a clove look at whatis happening tnour

region and in Namibia in particular as tar as lead
ership and polities are COM. crned, [ would The to

pornt our owe things that are increasimuds becom:
me a threat to our demowraes
POLERANCE - Namebrans have scen a show rny
number of cases where politicrans, espeetillys re the
ruliny party. have exhibited mtoleranee Pts hap:
pened after the launch of the new party aod there
Was namecalling, especially about Ben Ulensa
Launching a politreal party as in line with the
Namibran Constituuion and dees notin tring On ins
person or other partys mghtof existence
CENSORSHIP - Phe tact that State-owned me-
dia ure always reporting in tavour of Government
and the ruling party is a clear indication that there
isa vreat deal of censorship inthe media The state
is footing their bill, butas a taxpayer | want to be
ted with real, comect.and factual information und
news.
Hearing lines Ike ‘the Iegiumate government of
President Kabila’ on NBC makes me laugh. What
makes Kabila’s government a legitimate one? Is it

because it was brought to power through the barrel
ot a gun? [s it because Kabila overthrew a long time
dictator with the help of foreign troops? Is it be-
cause Kabila happens to be a personal friend of
some of our regional Ieaders? Would someone
please tell me how Kabila’s government got its le-

giamacy?

In conclusion, I hope that our democracy, peace

and stability, that we cherish and-enjoy, does not
go down the drain. Of course we can only accom-
plish this if we are all tolerant of one another as
countrymen and women irrespective of our pohtu-
cal differences and affilauon, colour, creed and

religion.

HLEKA, ORANJEMUND

—»

—_

ec: as

Gra. ef"
